source,target,weight
pik3ca,tgm2,0
pik3ca,tnf,0
pik3ca,tnfrsf5,0
pik3ca,tnfrsf6,0
pik3ca,tnfsf5,0
pik3ca,tsc1,0
pik3ca,ulk1,0
pik3ca,uvrag,0
pitx2,pmaip1,0
pitx2,prkaa2,0
pitx2,prkar1a,0
pitx2,pten,0
pitx2,rab7,0
pitx2,raptor,0
pitx2,rheb,0
pitx2,rorc,0
pitx2,rps6kb1,0
pitx2,sac,0
pitx2,snx13,0
pitx2,src,0
pitx2,stk11,0
pitx2,sts1,0
pitx2,syt1,0
pitx2,tgm2,0
pitx2,tnf,0
pitx2,tnfrsf5,0
pitx2,tnfrsf6,0
pitx2,tnfsf5,0
pitx2,tsc1,0
pitx2,ulk1,0
pitx2,uvrag,0
pmaip1,prkaa2,0
pmaip1,prkar1a,0
pmaip1,pten,0
pmaip1,rab7,0
pmaip1,raptor,0
pmaip1,rheb,0
pmaip1,rorc,0
pmaip1,rps6kb1,0
pmaip1,sac,0
pmaip1,snx13,0
pmaip1,src,0
pmaip1,stk11,0
pmaip1,sts1,0
pmaip1,syt1,0
pmaip1,tgm2,0
pmaip1,tnf,0
pmaip1,tnfrsf5,0
pmaip1,tnfrsf6,0
pmaip1,tnfsf5,0
pmaip1,tsc1,0
pmaip1,ulk1,0
pmaip1,uvrag,0
prkaa2,prkar1a,0
prkaa2,pten,0
prkaa2,rab7,0
prkaa2,raptor,0
prkaa2,rheb,0
prkaa2,rorc,0
prkaa2,rps6kb1,0
prkaa2,sac,0
prkaa2,snx13,0
prkaa2,src,0
prkaa2,stk11,0
prkaa2,sts1,0
prkaa2,syt1,0
prkaa2,tgm2,0
prkaa2,tnf,0
prkaa2,tnfrsf5,0
prkaa2,tnfrsf6,0
prkaa2,tnfsf5,0
prkaa2,tsc1,0
prkaa2,ulk1,0
prkaa2,uvrag,0
prkar1a,pten,0
prkar1a,rab7,1
prkar1a,raptor,0
prkar1a,rheb,0
prkar1a,rorc,0
prkar1a,rps6kb1,0
prkar1a,sac,0
prkar1a,snx13,0
prkar1a,src,0
prkar1a,stk11,0
prkar1a,sts1,0
prkar1a,syt1,0
prkar1a,tgm2,0
prkar1a,tnf,0
prkar1a,tnfrsf5,0
prkar1a,tnfrsf6,0
prkar1a,tnfsf5,0
prkar1a,tsc1,0
prkar1a,ulk1,0
prkar1a,uvrag,0
pten,rab7,1
pten,raptor,2
pten,rheb,5
pten,rorc,0
pten,rps6kb1,0
pten,sac,0
pten,snx13,0
pten,src,3
pten,stk11,0
pten,sts1,0
pten,syt1,0
pten,tgm2,0
pten,tnf,3
pten,tnfrsf5,0
pten,tnfrsf6,0
pten,tnfsf5,0
pten,tsc1,4
pten,ulk1,1
pten,uvrag,1
rab7,raptor,0
rab7,rheb,1
rab7,rorc,0
rab7,rps6kb1,0
rab7,sac,0
rab7,snx13,0
rab7,src,1
rab7,stk11,0
rab7,sts1,0
rab7,syt1,0
rab7,tgm2,0
rab7,tnf,1
rab7,tnfrsf5,0
rab7,tnfrsf6,0
rab7,tnfsf5,0
rab7,tsc1,1
rab7,ulk1,1
rab7,uvrag,1
raptor,rheb,3
raptor,rorc,0
raptor,rps6kb1,0
raptor,sac,0
raptor,snx13,0
raptor,src,0
raptor,stk11,0
raptor,sts1,0
raptor,syt1,0
raptor,tgm2,0
raptor,tnf,0
raptor,tnfrsf5,0
raptor,tnfrsf6,0
raptor,tnfsf5,0
raptor,tsc1,3
raptor,ulk1,0
raptor,uvrag,1
rheb,rorc,0
rheb,rps6kb1,0
rheb,sac,0
rheb,snx13,0
rheb,src,1
rheb,stk11,0
rheb,sts1,0
rheb,syt1,0
rheb,tgm2,0
rheb,tnf,1
rheb,tnfrsf5,0
rheb,tnfrsf6,0
rheb,tnfsf5,0
rheb,tsc1,7
rheb,ulk1,1
rheb,uvrag,2
rorc,rps6kb1,0
rorc,sac,0
rorc,snx13,0
rorc,src,0
rorc,stk11,0
rorc,sts1,0
rorc,syt1,0
rorc,tgm2,0
rorc,tnf,0
rorc,tnfrsf5,0
rorc,tnfrsf6,0
rorc,tnfsf5,0
rorc,tsc1,0
rorc,ulk1,0
rorc,uvrag,0
rps6kb1,sac,0
rps6kb1,snx13,0
rps6kb1,src,0
rps6kb1,stk11,0
rps6kb1,sts1,0
rps6kb1,syt1,0
rps6kb1,tgm2,0
rps6kb1,tnf,0
rps6kb1,tnfrsf5,0
rps6kb1,tnfrsf6,0
rps6kb1,tnfsf5,0
rps6kb1,tsc1,0
rps6kb1,ulk1,0
rps6kb1,uvrag,0
sac,snx13,1
sac,src,0
sac,stk11,0
sac,sts1,0
sac,syt1,0
sac,tgm2,0
sac,tnf,0
sac,tnfrsf5,0
sac,tnfrsf6,0
sac,tnfsf5,0
sac,tsc1,0
sac,ulk1,1
sac,uvrag,0
snx13,src,0
snx13,stk11,0
snx13,sts1,0
snx13,syt1,0
snx13,tgm2,0
snx13,tnf,0
snx13,tnfrsf5,0
snx13,tnfrsf6,0
snx13,tnfsf5,0
snx13,tsc1,0
snx13,ulk1,0
snx13,uvrag,0
src,stk11,0
src,sts1,0
src,syt1,0
src,tgm2,0
src,tnf,1
src,tnfrsf5,0
src,tnfrsf6,0
src,tnfsf5,0
src,tsc1,1
src,ulk1,0
src,uvrag,0
stk11,sts1,0
stk11,syt1,0
stk11,tgm2,0
stk11,tnf,0
stk11,tnfrsf5,0
stk11,tnfrsf6,0
stk11,tnfsf5,0
stk11,tsc1,0
stk11,ulk1,0
stk11,uvrag,0
sts1,syt1,0
sts1,tgm2,0
sts1,tnf,0
sts1,tnfrsf5,0
sts1,tnfrsf6,0
sts1,tnfsf5,0
sts1,tsc1,0
sts1,ulk1,0
sts1,uvrag,0
syt1,tgm2,0
syt1,tnf,0
syt1,tnfrsf5,0
syt1,tnfrsf6,0
syt1,tnfsf5,0
syt1,tsc1,0
syt1,ulk1,0
syt1,uvrag,0
tgm2,tnf,0
tgm2,tnfrsf5,0
tgm2,tnfrsf6,0
tgm2,tnfsf5,0
tgm2,tsc1,0
tgm2,ulk1,0
tgm2,uvrag,0
tnf,tnfrsf5,0
tnf,tnfrsf6,0
tnf,tnfsf5,0
tnf,tsc1,0
tnf,ulk1,0
tnf,uvrag,0
tnfrsf5,tnfrsf6,0
tnfrsf5,tnfsf5,0
tnfrsf5,tsc1,0
tnfrsf5,ulk1,0
tnfrsf5,uvrag,0
tnfrsf6,tnfsf5,0
tnfrsf6,tsc1,0
tnfrsf6,ulk1,0
tnfrsf6,uvrag,0
tnfsf5,tsc1,0
tnfsf5,ulk1,0
tnfsf5,uvrag,0
tsc1,ulk1,0
tsc1,uvrag,1
ulk1,uvrag,0
